match_id,season,date,time,stage,round,home_team,home_country,away_team,away_country,home_goals,away_goals,regulation_home_goals,regulation_away_goals,half_time_home_goals,half_time_away_goals,shootout_home_goals,shootout_away_goals,extra_time,penalty_shootout,result_90,result_final,shootout_winner,raw_match,source_file,source_line
UCL_2011_0001,2011/12,2011-09-14,20:45,Group,Group A,Manchester City,ENG,SSC Napoli,ITA,1,1,1,1,0,0,,,False,False,D,D,,20:45  Manchester City (ENG)   v SSC Napoli (ITA)         1-1 (0-0),UCL 2011.txt,11
UCL_2011_0002,2011/12,2011-09-14,,Group,Group A,Villarreal CF,ESP,Bayern München,GER,0,2,0,2,0,1,,,False,False,A,A,,Villarreal CF (ESP)     v Bayern München (GER)     0-2 (0-1),UCL 2011.txt,12
UCL_2011_0003,2011/12,2011-09-27,20:45,Group,Group A,Bayern München,GER,Manchester City,ENG,2,0,2,0,2,0,,,False,False,H,H,,20:45  Bayern München (GER)    v Manchester City (ENG)    2-0 (2-0),UCL 2011.txt,14
UCL_2011_0004,2011/12,2011-09-27,,Group,Group A,SSC Napoli,ITA,Villarreal CF,ESP,2,0,2,0,2,0,,,False,False,H,H,,SSC Napoli (ITA)        v Villarreal CF (ESP)      2-0 (2-0),UCL 2011.txt,15
UCL_2011_0005,2011/12,2011-10-18,20:45,Group,Group A,Manchester City,ENG,Villarreal CF,ESP,2,1,2,1,1,1,,,False,False,H,H,,20:45  Manchester City (ENG)   v Villarreal CF (ESP)      2-1 (1-1),UCL 2011.txt,17
UCL_2011_0006,2011/12,2011-10-18,,Group,Group A,SSC Napoli,ITA,Bayern München,GER,1,1,1,1,1,1,,,False,False,D,D,,SSC Napoli (ITA)        v Bayern München (GER)     1-1 (1-1),UCL 2011.txt,18
UCL_2011_0007,2011/12,2011-11-02,20:45,Group,Group A,Bayern München,GER,SSC Napoli,ITA,3,2,3,2,3,1,,,False,False,H,H,,20:45  Bayern München (GER)    v SSC Napoli (ITA)         3-2 (3-1),UCL 2011.txt,20
UCL_2011_0008,2011/12,2011-11-02,,Group,Group A,Villarreal CF,ESP,Manchester City,ENG,0,3,0,3,0,2,,,False,False,A,A,,Villarreal CF (ESP)     v Manchester City (ENG)    0-3 (0-2),UCL 2011.txt,21
UCL_2011_0009,2011/12,2011-11-22,20:45,Group,Group A,Bayern München,GER,Villarreal CF,ESP,3,1,3,1,2,0,,,False,False,H,H,,20:45  Bayern München (GER)    v Villarreal CF (ESP)      3-1 (2-0),UCL 2011.txt,23
UCL_2011_0010,2011/12,2011-11-22,,Group,Group A,SSC Napoli,ITA,Manchester City,ENG,2,1,2,1,1,1,,,False,False,H,H,,SSC Napoli (ITA)        v Manchester City (ENG)    2-1 (1-1),UCL 2011.txt,24
UCL_2011_0011,2011/12,2011-12-07,20:45,Group,Group A,Manchester City,ENG,Bayern München,GER,2,0,2,0,1,0,,,False,False,H,H,,20:45  Manchester City (ENG)   v Bayern München (GER)     2-0 (1-0),UCL 2011.txt,26
UCL_2011_0012,2011/12,2011-12-07,,Group,Group A,Villarreal CF,ESP,SSC Napoli,ITA,0,2,0,2,0,0,,,False,False,A,A,,Villarreal CF (ESP)     v SSC Napoli (ITA)         0-2 (0-0),UCL 2011.txt,27
UCL_2011_0013,2011/12,2012-09-14,20:45,Group,Group B,Lille OSC,FRA,CSKA Moskva,RUS,2,2,2,2,1,0,,,False,False,D,D,,20:45  Lille OSC (FRA)         v CSKA Moskva (RUS)        2-2 (1-0),UCL 2011.txt,32
UCL_2011_0014,2011/12,2012-09-14,,Group,Group B,Inter,ITA,Trabzonspor,TUR,0,1,0,1,0,0,,,False,False,A,A,,Inter (ITA)             v Trabzonspor (TUR)        0-1 (0-0),UCL 2011.txt,33
UCL_2011_0015,2011/12,2012-09-27,18:00,Group,Group B,CSKA Moskva,RUS,Inter,ITA,2,3,2,3,1,2,,,False,False,A,A,,18:00  CSKA Moskva (RUS)       v Inter (ITA)              2-3 (1-2),UCL 2011.txt,35
UCL_2011_0016,2011/12,2012-09-27,20:45,Group,Group B,Trabzonspor,TUR,Lille OSC,FRA,1,1,1,1,0,1,,,False,False,D,D,,20:45  Trabzonspor (TUR)       v Lille OSC (FRA)          1-1 (0-1),UCL 2011.txt,36
UCL_2011_0017,2011/12,2012-10-18,18:00,Group,Group B,CSKA Moskva,RUS,Trabzonspor,TUR,3,0,3,0,1,0,,,False,False,H,H,,18:00  CSKA Moskva (RUS)       v Trabzonspor (TUR)        3-0 (1-0),UCL 2011.txt,38
UCL_2011_0018,2011/12,2012-10-18,20:45,Group,Group B,Lille OSC,FRA,Inter,ITA,0,1,0,1,0,1,,,False,False,A,A,,20:45  Lille OSC (FRA)         v Inter (ITA)              0-1 (0-1),UCL 2011.txt,39
UCL_2011_0019,2011/12,2012-11-02,20:45,Group,Group B,Trabzonspor,TUR,CSKA Moskva,RUS,0,0,0,0,,,,,False,False,D,D,,20:45  Trabzonspor (TUR)       v CSKA Moskva (RUS)        0-0,UCL 2011.txt,41
UCL_2011_0020,2011/12,2012-11-02,,Group,Group B,Inter,ITA,Lille OSC,FRA,2,1,2,1,1,0,,,False,False,H,H,,Inter (ITA)             v Lille OSC (FRA)          2-1 (1-0),UCL 2011.txt,42
UCL_2011_0021,2011/12,2012-11-22,18:00,Group,Group B,CSKA Moskva,RUS,Lille OSC,FRA,0,2,0,2,0,0,,,False,False,A,A,,18:00  CSKA Moskva (RUS)       v Lille OSC (FRA)          0-2 (0-0),UCL 2011.txt,44
UCL_2011_0022,2011/12,2012-11-22,20:45,Group,Group B,Trabzonspor,TUR,Inter,ITA,1,1,1,1,1,1,,,False,False,D,D,,20:45  Trabzonspor (TUR)       v Inter (ITA)              1-1 (1-1),UCL 2011.txt,45
UCL_2011_0023,2011/12,2012-12-07,20:45,Group,Group B,Inter,ITA,CSKA Moskva,RUS,1,2,1,2,0,0,,,False,False,A,A,,20:45  Inter (ITA)             v CSKA Moskva (RUS)        1-2 (0-0),UCL 2011.txt,47
UCL_2011_0024,2011/12,2012-12-07,,Group,Group B,Lille OSC,FRA,Trabzonspor,TUR,0,0,0,0,,,,,False,False,D,D,,Lille OSC (FRA)         v Trabzonspor (TUR)        0-0,UCL 2011.txt,48
UCL_2011_0025,2011/12,2013-09-14,20:45,Group,Group C,FC Basel 1893,SUI,Oţelul Galaţi,ROU,2,1,2,1,1,0,,,False,False,H,H,,20:45  FC Basel 1893 (SUI)     v Oţelul Galaţi (ROU)      2-1 (1-0),UCL 2011.txt,53
UCL_2011_0026,2011/12,2013-09-14,,Group,Group C,SL Benfica,POR,Manchester United,ENG,1,1,1,1,1,1,,,False,False,D,D,,SL Benfica (POR)        v Manchester United (ENG)  1-1 (1-1),UCL 2011.txt,54
UCL_2011_0027,2011/12,2013-09-27,20:45,Group,Group C,Manchester United,ENG,FC Basel 1893,SUI,3,3,3,3,2,0,,,False,False,D,D,,20:45  Manchester United (ENG) v FC Basel 1893 (SUI)      3-3 (2-0),UCL 2011.txt,56
UCL_2011_0028,2011/12,2013-09-27,,Group,Group C,Oţelul Galaţi,ROU,SL Benfica,POR,0,1,0,1,0,1,,,False,False,A,A,,Oţelul Galaţi (ROU)     v SL Benfica (POR)         0-1 (0-1),UCL 2011.txt,57
UCL_2011_0029,2011/12,2013-10-18,20:45,Group,Group C,FC Basel 1893,SUI,SL Benfica,POR,0,2,0,2,0,1,,,False,False,A,A,,20:45  FC Basel 1893 (SUI)     v SL Benfica (POR)         0-2 (0-1),UCL 2011.txt,59
UCL_2011_0030,2011/12,2013-10-18,,Group,Group C,Oţelul Galaţi,ROU,Manchester United,ENG,0,2,0,2,0,0,,,False,False,A,A,,Oţelul Galaţi (ROU)     v Manchester United (ENG)  0-2 (0-0),UCL 2011.txt,60
UCL_2011_0031,2011/12,2013-11-02,20:45,Group,Group C,Manchester United,ENG,Oţelul Galaţi,ROU,2,0,2,0,1,0,,,False,False,H,H,,20:45  Manchester United (ENG) v Oţelul Galaţi (ROU)      2-0 (1-0),UCL 2011.txt,62
UCL_2011_0032,2011/12,2013-11-02,,Group,Group C,SL Benfica,POR,FC Basel 1893,SUI,1,1,1,1,1,0,,,False,False,D,D,,SL Benfica (POR)        v FC Basel 1893 (SUI)      1-1 (1-0),UCL 2011.txt,63
UCL_2011_0033,2011/12,2013-11-22,20:45,Group,Group C,Manchester United,ENG,SL Benfica,POR,2,2,2,2,1,1,,,False,False,D,D,,20:45  Manchester United (ENG) v SL Benfica (POR)         2-2 (1-1),UCL 2011.txt,65
UCL_2011_0034,2011/12,2013-11-22,,Group,Group C,Oţelul Galaţi,ROU,FC Basel 1893,SUI,2,3,2,3,0,3,,,False,False,A,A,,Oţelul Galaţi (ROU)     v FC Basel 1893 (SUI)      2-3 (0-3),UCL 2011.txt,66
UCL_2011_0035,2011/12,2013-12-07,20:45,Group,Group C,FC Basel 1893,SUI,Manchester United,ENG,2,1,2,1,1,0,,,False,False,H,H,,20:45  FC Basel 1893 (SUI)     v Manchester United (ENG)  2-1 (1-0),UCL 2011.txt,68
UCL_2011_0036,2011/12,2013-12-07,,Group,Group C,SL Benfica,POR,Oţelul Galaţi,ROU,1,0,1,0,1,0,,,False,False,H,H,,SL Benfica (POR)        v Oţelul Galaţi (ROU)      1-0 (1-0),UCL 2011.txt,69
UCL_2011_0037,2011/12,2014-09-14,20:45,Group,Group D,AFC Ajax,NED,Olympique Lyonnais,FRA,0,0,0,0,,,,,False,False,D,D,,20:45  AFC Ajax (NED)          v Olympique Lyonnais (FRA)  0-0,UCL 2011.txt,74
UCL_2011_0038,2011/12,2014-09-14,,Group,Group D,Dinamo Zagreb,CRO,Real Madrid,ESP,0,1,0,1,0,0,,,False,False,A,A,,Dinamo Zagreb (CRO)     v Real Madrid (ESP)        0-1 (0-0),UCL 2011.txt,75
UCL_2011_0039,2011/12,2014-09-27,20:45,Group,Group D,Olympique Lyonnais,FRA,Dinamo Zagreb,CRO,2,0,2,0,2,0,,,False,False,H,H,,20:45  Olympique Lyonnais (FRA) v Dinamo Zagreb (CRO)      2-0 (2-0),UCL 2011.txt,77
UCL_2011_0040,2011/12,2014-09-27,,Group,Group D,Real Madrid,ESP,AFC Ajax,NED,3,0,3,0,2,0,,,False,False,H,H,,Real Madrid (ESP)       v AFC Ajax (NED)           3-0 (2-0),UCL 2011.txt,78
UCL_2011_0041,2011/12,2014-10-18,20:45,Group,Group D,Dinamo Zagreb,CRO,AFC Ajax,NED,0,2,0,2,0,0,,,False,False,A,A,,20:45  Dinamo Zagreb (CRO)     v AFC Ajax (NED)           0-2 (0-0),UCL 2011.txt,80
UCL_2011_0042,2011/12,2014-10-18,,Group,Group D,Real Madrid,ESP,Olympique Lyonnais,FRA,4,0,4,0,1,0,,,False,False,H,H,,Real Madrid (ESP)       v Olympique Lyonnais (FRA)  4-0 (1-0),UCL 2011.txt,81
UCL_2011_0043,2011/12,2014-11-02,20:45,Group,Group D,AFC Ajax,NED,Dinamo Zagreb,CRO,4,0,4,0,2,0,,,False,False,H,H,,20:45  AFC Ajax (NED)          v Dinamo Zagreb (CRO)      4-0 (2-0),UCL 2011.txt,83
UCL_2011_0044,2011/12,2014-11-02,,Group,Group D,Olympique Lyonnais,FRA,Real Madrid,ESP,0,2,0,2,0,1,,,False,False,A,A,,Olympique Lyonnais (FRA) v Real Madrid (ESP)        0-2 (0-1),UCL 2011.txt,84
UCL_2011_0045,2011/12,2014-11-22,20:45,Group,Group D,Olympique Lyonnais,FRA,AFC Ajax,NED,0,0,0,0,,,,,False,False,D,D,,20:45  Olympique Lyonnais (FRA) v AFC Ajax (NED)           0-0,UCL 2011.txt,86
UCL_2011_0046,2011/12,2014-11-22,,Group,Group D,Real Madrid,ESP,Dinamo Zagreb,CRO,6,2,6,2,4,0,,,False,False,H,H,,Real Madrid (ESP)       v Dinamo Zagreb (CRO)      6-2 (4-0),UCL 2011.txt,87
UCL_2011_0047,2011/12,2014-12-07,20:45,Group,Group D,AFC Ajax,NED,Real Madrid,ESP,0,3,0,3,0,2,,,False,False,A,A,,20:45  AFC Ajax (NED)          v Real Madrid (ESP)        0-3 (0-2),UCL 2011.txt,89
UCL_2011_0048,2011/12,2014-12-07,,Group,Group D,Dinamo Zagreb,CRO,Olympique Lyonnais,FRA,1,7,1,7,1,1,,,False,False,A,A,,Dinamo Zagreb (CRO)     v Olympique Lyonnais (FRA)  1-7 (1-1),UCL 2011.txt,90
UCL_2011_0049,2011/12,2015-09-13,20:45,Group,Group E,Chelsea FC,ENG,Bayer Leverkusen,GER,2,0,2,0,0,0,,,False,False,H,H,,20:45  Chelsea FC (ENG)        v Bayer Leverkusen (GER)   2-0 (0-0),UCL 2011.txt,95
UCL_2011_0050,2011/12,2015-09-13,,Group,Group E,KRC Genk,BEL,Valencia CF,ESP,0,0,0,0,,,,,False,False,D,D,,KRC Genk (BEL)          v Valencia CF (ESP)        0-0,UCL 2011.txt,96
UCL_2011_0051,2011/12,2015-09-28,20:45,Group,Group E,Bayer Leverkusen,GER,KRC Genk,BEL,2,0,2,0,1,0,,,False,False,H,H,,20:45  Bayer Leverkusen (GER)  v KRC Genk (BEL)           2-0 (1-0),UCL 2011.txt,98
UCL_2011_0052,2011/12,2015-09-28,,Group,Group E,Valencia CF,ESP,Chelsea FC,ENG,1,1,1,1,0,0,,,False,False,D,D,,Valencia CF (ESP)       v Chelsea FC (ENG)         1-1 (0-0),UCL 2011.txt,99
UCL_2011_0053,2011/12,2015-10-19,20:45,Group,Group E,Bayer Leverkusen,GER,Valencia CF,ESP,2,1,2,1,0,1,,,False,False,H,H,,20:45  Bayer Leverkusen (GER)  v Valencia CF (ESP)        2-1 (0-1),UCL 2011.txt,101
UCL_2011_0054,2011/12,2015-10-19,,Group,Group E,Chelsea FC,ENG,KRC Genk,BEL,5,0,5,0,4,0,,,False,False,H,H,,Chelsea FC (ENG)        v KRC Genk (BEL)           5-0 (4-0),UCL 2011.txt,102
UCL_2011_0055,2011/12,2015-11-01,20:45,Group,Group E,KRC Genk,BEL,Chelsea FC,ENG,1,1,1,1,0,1,,,False,False,D,D,,20:45  KRC Genk (BEL)          v Chelsea FC (ENG)         1-1 (0-1),UCL 2011.txt,104
UCL_2011_0056,2011/12,2015-11-01,,Group,Group E,Valencia CF,ESP,Bayer Leverkusen,GER,3,1,3,1,1,1,,,False,False,H,H,,Valencia CF (ESP)       v Bayer Leverkusen (GER)   3-1 (1-1),UCL 2011.txt,105
UCL_2011_0057,2011/12,2015-11-23,20:45,Group,Group E,Bayer Leverkusen,GER,Chelsea FC,ENG,2,1,2,1,0,0,,,False,False,H,H,,20:45  Bayer Leverkusen (GER)  v Chelsea FC (ENG)         2-1 (0-0),UCL 2011.txt,107
UCL_2011_0058,2011/12,2015-11-23,,Group,Group E,Valencia CF,ESP,KRC Genk,BEL,7,0,7,0,4,0,,,False,False,H,H,,Valencia CF (ESP)       v KRC Genk (BEL)           7-0 (4-0),UCL 2011.txt,108
UCL_2011_0059,2011/12,2015-12-06,20:45,Group,Group E,Chelsea FC,ENG,Valencia CF,ESP,3,0,3,0,2,0,,,False,False,H,H,,20:45  Chelsea FC (ENG)        v Valencia CF (ESP)        3-0 (2-0),UCL 2011.txt,110
UCL_2011_0060,2011/12,2015-12-06,,Group,Group E,KRC Genk,BEL,Bayer Leverkusen,GER,1,1,1,1,1,0,,,False,False,D,D,,KRC Genk (BEL)          v Bayer Leverkusen (GER)   1-1 (1-0),UCL 2011.txt,111
UCL_2011_0061,2011/12,2016-09-13,20:45,Group,Group F,Borussia Dortmund,GER,Arsenal FC,ENG,1,1,1,1,0,1,,,False,False,D,D,,20:45  Borussia Dortmund (GER) v Arsenal FC (ENG)         1-1 (0-1),UCL 2011.txt,116
UCL_2011_0062,2011/12,2016-09-13,,Group,Group F,Olympiakos Piraeus,GRE,Olympique Marseille,FRA,0,1,0,1,0,0,,,False,False,A,A,,Olympiakos Piraeus (GRE) v Olympique Marseille (FRA)  0-1 (0-0),UCL 2011.txt,117
UCL_2011_0063,2011/12,2016-09-28,20:45,Group,Group F,Arsenal FC,ENG,Olympiakos Piraeus,GRE,2,1,2,1,2,1,,,False,False,H,H,,20:45  Arsenal FC (ENG)        v Olympiakos Piraeus (GRE)  2-1 (2-1),UCL 2011.txt,119
UCL_2011_0064,2011/12,2016-09-28,,Group,Group F,Olympique Marseille,FRA,Borussia Dortmund,GER,3,0,3,0,1,0,,,False,False,H,H,,Olympique Marseille (FRA) v Borussia Dortmund (GER)  3-0 (1-0),UCL 2011.txt,120
UCL_2011_0065,2011/12,2016-10-19,20:45,Group,Group F,Olympiakos Piraeus,GRE,Borussia Dortmund,GER,3,1,3,1,2,1,,,False,False,H,H,,20:45  Olympiakos Piraeus (GRE) v Borussia Dortmund (GER)  3-1 (2-1),UCL 2011.txt,122
UCL_2011_0066,2011/12,2016-10-19,,Group,Group F,Olympique Marseille,FRA,Arsenal FC,ENG,0,1,0,1,0,0,,,False,False,A,A,,Olympique Marseille (FRA) v Arsenal FC (ENG)         0-1 (0-0),UCL 2011.txt,123
UCL_2011_0067,2011/12,2016-11-01,20:45,Group,Group F,Arsenal FC,ENG,Olympique Marseille,FRA,0,0,0,0,,,,,False,False,D,D,,20:45  Arsenal FC (ENG)        v Olympique Marseille (FRA)  0-0,UCL 2011.txt,125
UCL_2011_0068,2011/12,2016-11-01,,Group,Group F,Borussia Dortmund,GER,Olympiakos Piraeus,GRE,1,0,1,0,1,0,,,False,False,H,H,,Borussia Dortmund (GER) v Olympiakos Piraeus (GRE)  1-0 (1-0),UCL 2011.txt,126
UCL_2011_0069,2011/12,2016-11-23,20:45,Group,Group F,Arsenal FC,ENG,Borussia Dortmund,GER,2,1,2,1,0,0,,,False,False,H,H,,20:45  Arsenal FC (ENG)        v Borussia Dortmund (GER)  2-1 (0-0),UCL 2011.txt,128
UCL_2011_0070,2011/12,2016-11-23,,Group,Group F,Olympique Marseille,FRA,Olympiakos Piraeus,GRE,0,1,0,1,0,0,,,False,False,A,A,,Olympique Marseille (FRA) v Olympiakos Piraeus (GRE)  0-1 (0-0),UCL 2011.txt,129
UCL_2011_0071,2011/12,2016-12-06,20:45,Group,Group F,Borussia Dortmund,GER,Olympique Marseille,FRA,2,3,2,3,2,1,,,False,False,A,A,,20:45  Borussia Dortmund (GER) v Olympique Marseille (FRA)  2-3 (2-1),UCL 2011.txt,131
UCL_2011_0072,2011/12,2016-12-06,,Group,Group F,Olympiakos Piraeus,GRE,Arsenal FC,ENG,3,1,3,1,2,0,,,False,False,H,H,,Olympiakos Piraeus (GRE) v Arsenal FC (ENG)         3-1 (2-0),UCL 2011.txt,132
UCL_2011_0073,2011/12,2017-09-13,20:45,Group,Group G,APOEL Nikosia,CYP,Zenit St. Petersburg,RUS,2,1,2,1,0,0,,,False,False,H,H,,20:45  APOEL Nikosia (CYP)     v Zenit St. Petersburg (RUS)  2-1 (0-0),UCL 2011.txt,137
UCL_2011_0074,2011/12,2017-09-13,,Group,Group G,FC Porto,POR,Shakhtar Donetsk,UKR,2,1,2,1,1,1,,,False,False,H,H,,FC Porto (POR)          v Shakhtar Donetsk (UKR)   2-1 (1-1),UCL 2011.txt,138
UCL_2011_0075,2011/12,2017-09-28,18:00,Group,Group G,Zenit St. Petersburg,RUS,FC Porto,POR,3,1,3,1,1,1,,,False,False,H,H,,18:00  Zenit St. Petersburg (RUS) v FC Porto (POR)           3-1 (1-1),UCL 2011.txt,140
UCL_2011_0076,2011/12,2017-09-28,20:45,Group,Group G,Shakhtar Donetsk,UKR,APOEL Nikosia,CYP,1,1,1,1,0,0,,,False,False,D,D,,20:45  Shakhtar Donetsk (UKR)  v APOEL Nikosia (CYP)      1-1 (0-0),UCL 2011.txt,141
UCL_2011_0077,2011/12,2017-10-19,20:45,Group,Group G,FC Porto,POR,APOEL Nikosia,CYP,1,1,1,1,1,1,,,False,False,D,D,,20:45  FC Porto (POR)          v APOEL Nikosia (CYP)      1-1 (1-1),UCL 2011.txt,143
UCL_2011_0078,2011/12,2017-10-19,,Group,Group G,Shakhtar Donetsk,UKR,Zenit St. Petersburg,RUS,2,2,2,2,2,1,,,False,False,D,D,,Shakhtar Donetsk (UKR)  v Zenit St. Petersburg (RUS)  2-2 (2-1),UCL 2011.txt,144
UCL_2011_0079,2011/12,2017-11-01,18:00,Group,Group G,Zenit St. Petersburg,RUS,Shakhtar Donetsk,UKR,1,0,1,0,1,0,,,False,False,H,H,,18:00  Zenit St. Petersburg (RUS) v Shakhtar Donetsk (UKR)   1-0 (1-0),UCL 2011.txt,146
UCL_2011_0080,2011/12,2017-11-01,20:45,Group,Group G,APOEL Nikosia,CYP,FC Porto,POR,2,1,2,1,1,0,,,False,False,H,H,,20:45  APOEL Nikosia (CYP)     v FC Porto (POR)           2-1 (1-0),UCL 2011.txt,147
UCL_2011_0081,2011/12,2017-11-23,18:00,Group,Group G,Zenit St. Petersburg,RUS,APOEL Nikosia,CYP,0,0,0,0,,,,,False,False,D,D,,18:00  Zenit St. Petersburg (RUS) v APOEL Nikosia (CYP)      0-0,UCL 2011.txt,149
UCL_2011_0082,2011/12,2017-11-23,20:45,Group,Group G,Shakhtar Donetsk,UKR,FC Porto,POR,0,2,0,2,0,0,,,False,False,A,A,,20:45  Shakhtar Donetsk (UKR)  v FC Porto (POR)           0-2 (0-0),UCL 2011.txt,150
UCL_2011_0083,2011/12,2017-12-06,20:45,Group,Group G,APOEL Nikosia,CYP,Shakhtar Donetsk,UKR,0,2,0,2,0,0,,,False,False,A,A,,20:45  APOEL Nikosia (CYP)     v Shakhtar Donetsk (UKR)   0-2 (0-0),UCL 2011.txt,152
UCL_2011_0084,2011/12,2017-12-06,,Group,Group G,FC Porto,POR,Zenit St. Petersburg,RUS,0,0,0,0,,,,,False,False,D,D,,FC Porto (POR)          v Zenit St. Petersburg (RUS)  0-0,UCL 2011.txt,153
UCL_2011_0085,2011/12,2018-09-13,20:45,Group,Group H,FC Barcelona,ESP,AC Milan,ITA,2,2,2,2,1,1,,,False,False,D,D,,20:45  FC Barcelona (ESP)      v AC Milan (ITA)           2-2 (1-1),UCL 2011.txt,158
UCL_2011_0086,2011/12,2018-09-13,,Group,Group H,Viktoria Plzeň,CZE,BATE Borisov,BLR,1,1,1,1,1,0,,,False,False,D,D,,Viktoria Plzeň (CZE)    v BATE Borisov (BLR)       1-1 (1-0),UCL 2011.txt,159
UCL_2011_0087,2011/12,2018-09-28,20:45,Group,Group H,AC Milan,ITA,Viktoria Plzeň,CZE,2,0,2,0,0,0,,,False,False,H,H,,20:45  AC Milan (ITA)          v Viktoria Plzeň (CZE)     2-0 (0-0),UCL 2011.txt,161
UCL_2011_0088,2011/12,2018-09-28,,Group,Group H,BATE Borisov,BLR,FC Barcelona,ESP,0,5,0,5,0,3,,,False,False,A,A,,BATE Borisov (BLR)      v FC Barcelona (ESP)       0-5 (0-3),UCL 2011.txt,162
UCL_2011_0089,2011/12,2018-10-19,20:45,Group,Group H,AC Milan,ITA,BATE Borisov,BLR,2,0,2,0,1,0,,,False,False,H,H,,20:45  AC Milan (ITA)          v BATE Borisov (BLR)       2-0 (1-0),UCL 2011.txt,164
UCL_2011_0090,2011/12,2018-10-19,,Group,Group H,FC Barcelona,ESP,Viktoria Plzeň,CZE,2,0,2,0,1,0,,,False,False,H,H,,FC Barcelona (ESP)      v Viktoria Plzeň (CZE)     2-0 (1-0),UCL 2011.txt,165
UCL_2011_0091,2011/12,2018-11-01,18:00,Group,Group H,BATE Borisov,BLR,AC Milan,ITA,1,1,1,1,0,1,,,False,False,D,D,,18:00  BATE Borisov (BLR)      v AC Milan (ITA)           1-1 (0-1),UCL 2011.txt,167
UCL_2011_0092,2011/12,2018-11-01,20:45,Group,Group H,Viktoria Plzeň,CZE,FC Barcelona,ESP,0,4,0,4,0,2,,,False,False,A,A,,20:45  Viktoria Plzeň (CZE)    v FC Barcelona (ESP)       0-4 (0-2),UCL 2011.txt,168
UCL_2011_0093,2011/12,2018-11-23,19:00,Group,Group H,BATE Borisov,BLR,Viktoria Plzeň,CZE,0,1,0,1,0,1,,,False,False,A,A,,19:00  BATE Borisov (BLR)      v Viktoria Plzeň (CZE)     0-1 (0-1),UCL 2011.txt,170
UCL_2011_0094,2011/12,2018-11-23,20:45,Group,Group H,AC Milan,ITA,FC Barcelona,ESP,2,3,2,3,1,2,,,False,False,A,A,,20:45  AC Milan (ITA)          v FC Barcelona (ESP)       2-3 (1-2),UCL 2011.txt,171
UCL_2011_0095,2011/12,2018-12-06,20:45,Group,Group H,FC Barcelona,ESP,BATE Borisov,BLR,4,0,4,0,1,0,,,False,False,H,H,,20:45  FC Barcelona (ESP)      v BATE Borisov (BLR)       4-0 (1-0),UCL 2011.txt,173
UCL_2011_0096,2011/12,2018-12-06,,Group,Group H,Viktoria Plzeň,CZE,AC Milan,ITA,2,2,2,2,0,0,,,False,False,D,D,,Viktoria Plzeň (CZE)    v AC Milan (ITA)           2-2 (0-0),UCL 2011.txt,174
UCL_2011_0097,2011/12,2012-02-14,20:45,Round of 16,Round of 16,Olympique Lyonnais,FRA,APOEL Nikosia,CYP,1,0,1,0,0,0,,,False,False,H,H,,20:45  Olympique Lyonnais (FRA) v APOEL Nikosia (CYP)      1-0 (0-0),UCL 2011.txt,179
UCL_2011_0098,2011/12,2012-02-14,,Round of 16,Round of 16,Bayer Leverkusen,GER,FC Barcelona,ESP,1,3,1,3,0,1,,,False,False,A,A,,Bayer Leverkusen (GER)  v FC Barcelona (ESP)       1-3 (0-1),UCL 2011.txt,180
UCL_2011_0099,2011/12,2012-02-15,18:00,Round of 16,Round of 16,Zenit St. Petersburg,RUS,SL Benfica,POR,3,2,3,2,1,1,,,False,False,H,H,,18:00  Zenit St. Petersburg (RUS) v SL Benfica (POR)         3-2 (1-1),UCL 2011.txt,182
UCL_2011_0100,2011/12,2012-02-15,20:45,Round of 16,Round of 16,AC Milan,ITA,Arsenal FC,ENG,4,0,4,0,2,0,,,False,False,H,H,,20:45  AC Milan (ITA)          v Arsenal FC (ENG)         4-0 (2-0),UCL 2011.txt,183
UCL_2011_0101,2011/12,2012-02-21,18:00,Round of 16,Round of 16,CSKA Moskva,RUS,Real Madrid,ESP,1,1,1,1,0,1,,,False,False,D,D,,18:00  CSKA Moskva (RUS)       v Real Madrid (ESP)        1-1 (0-1),UCL 2011.txt,185
UCL_2011_0102,2011/12,2012-02-21,20:45,Round of 16,Round of 16,SSC Napoli,ITA,Chelsea FC,ENG,3,1,3,1,2,1,,,False,False,H,H,,20:45  SSC Napoli (ITA)        v Chelsea FC (ENG)         3-1 (2-1),UCL 2011.txt,186
UCL_2011_0103,2011/12,2012-02-22,20:45,Round of 16,Round of 16,FC Basel 1893,SUI,Bayern München,GER,1,0,1,0,0,0,,,False,False,H,H,,20:45  FC Basel 1893 (SUI)     v Bayern München (GER)     1-0 (0-0),UCL 2011.txt,188
UCL_2011_0104,2011/12,2012-02-22,,Round of 16,Round of 16,Olympique Marseille,FRA,Inter,ITA,1,0,1,0,0,0,,,False,False,H,H,,Olympique Marseille (FRA) v Inter (ITA)              1-0 (0-0),UCL 2011.txt,189
UCL_2011_0105,2011/12,2012-03-06,20:45,Round of 16,Round of 16,Arsenal FC,ENG,AC Milan,ITA,3,0,3,0,3,0,,,False,False,H,H,,20:45  Arsenal FC (ENG)        v AC Milan (ITA)           3-0 (3-0),UCL 2011.txt,191
UCL_2011_0106,2011/12,2012-03-06,,Round of 16,Round of 16,SL Benfica,POR,Zenit St. Petersburg,RUS,2,0,2,0,1,0,,,False,False,H,H,,SL Benfica (POR)        v Zenit St. Petersburg (RUS)  2-0 (1-0),UCL 2011.txt,192
